ieee-754 number,main,0.8405216094488829,NA
pipelined unit,pipelined,0.3533227050273943,NA
macros,ncsim,0.8149000322567834,NA
"ieee-754 standard,",composer,0.5895156683548508,NA
licensing,licensing,0.0,NA
special,request,0.2807470417499087,NA
data bus,ofo,0.33062204750909086,NA
changes,"ip core updates,",0.576759494439806,NA
deliverables,deliverables,0.0,NA
bus,output,0.5769101104974937,NA
following,table,0.3714015564091518,NA
ip core instantiation,royalty-per-chip,0.3621936597663416,NA
data,ufo,0.3000032869010215,NA
design,test bench,0.45337425117529245,NA
core performance,core performance,0.18006097153049067,NA
350,350,0.0,NA
periods,conforms,0.4372565843626506,NA
implementation support,implementation,0.33690156563200224,NA
282,fax,0.5162646385601652,NA
operation,next,0.4050875245051451,NA
test bench,design,0.45337425117529245,NA
numbers,periods,0.37989114721188866,NA
mathematics,pipelined,0.3921983976520829,NA
performance,performance,0.0,NA
processing,control,0.29164594707338787,NA
sized,location,0.41883883717135334,NA
available,verilog source code,0.3887191454471567,NA
companies,sized,0.40511715048695507,NA
main fp pipelined,pipelined,0.3465234669938073,NA
global,input,0.46482373893747025,NA
royalty-per-chip,license option,0.37178282800614104,NA
clock,code,0.34377538907040306,NA
comprehensible,simple,0.7671822751801519,NA
core implementation,ip core implementation,0.46789751348565584,NA
ieee-754,precision real,0.3676841444605616,NA
tel,tel,0.24008129537398756,NA
6150,150,0.32273551533431516,NA
square,root,0.3727992771666643,NA
ip,"core updates,",0.3553299898652579,NA
automatic,ncsim,0.3064161134134302,NA
modification,please,0.4562485246180029,NA
hdl,core specification,0.3518443370853044,NA
option,site,0.41673980399761773,NA
enable,computing,0.39769264372776664,NA
krzyzak,tomasz,0.5902488580198486,NA
fp,composer module,0.4515603918886947,NA
input,global,0.46482373893747025,NA
reset,system,0.34329238589346855,NA
called,tests,0.553821161372054,NA
performance,survey,0.3398769880029785,NA
configurable,fully,0.3202413752340449,NA
rtl,hdl source,0.4576294565112196,NA
precision,clock cycle,0.41981482635426315,NA
32,37,0.39779070809630235,NA
setting,rounding,0.6460782458190365,NA
wersji,wersji prbnej,0.34780360687794987,NA
responses,called,0.4708072106673086,NA
two,formats,0.24507668878233133,NA
vhdl source,accuracy,0.48837553413658374,NA
places,chips,0.45098734385248407,NA
location,dedicated,0.4759770876009072,NA
branches,unlimited,0.41210581629978243,NA
floating,floating,0.3151067001783587,NA
decimal,vhdl source code or/and,0.45412947732744025,NA
single,middle,0.5333544616734017,NA
dfpsqrt,dfpsqrt,0.0,NA
contact,digital,0.387377194995433,NA
core,specification,0.328597964230287,NA
dfpsqrt-,root,0.406293564633125,NA
middle,single,0.5333544616734017,NA
"ip core updates,",changes,0.576759494439806,NA
fpga edif/ngo/ngd/qxp/vqm,netlist,0.4767175511946131,NA
gates,gates,0.0,NA
"core updates,",minor,0.37086922949505785,NA
single precision real,single precision,0.31210011130646637,NA
pipelined square,root unit,0.561989835010842,NA
distributors,distributors,0.0,NA
fp pipelined,fp pipelined,0.33011178113923284,NA
coprocessor,coprocessor,0.24008129537398756,NA
easy,methods,0.49475466992981576,NA
rounding,setting,0.6460782458190365,NA
74,37,0.41762538255041776,NA
performs,alignment,0.4708991217321731,NA
square root unit,pipelined square,0.41743575548440975,NA
core,digital core,0.3666585713529463,NA
phone,email,0.5467791479002113,NA
input,classes,0.45040962302522825,NA
xml,xml,0.0,NA
