point,generates,0.4412509919275992,'Fixed Point Multiplier'
specification,comply,0.6170380409746684,'IP Deliverable'
right,logically,0.46286310258089264,'Sticky Generator'
output,output formulation,0.26652864737224263,'Output Formulation'
significand,significand,0.34782894843660134,'Formulation Detection'
recording,products,0.4595953151983147,'Fixed Point Multiplier'
round,result,0.8437249974368983,'Sticky Generator'
produce,operands,0.6552586132370198,'Formulation Detection'
core,implementation,0.41420329413030416,'IP Deliverable'
verilog source code,verilog,0.3542583921565818,'IP Deliverable'
rst ine en inv,rst ine en,0.40328606850292015,'Symbol Block Diagram'
generation tool,product,0.5158595009768316,'Product Verification'
comprise arbitrary,coprocessor,0.42214655905716086,'Configurations'
internal,values,0.47816037665281586,'Key Features'
adder,tree,0.5951155365690053,'Fixed Point Multiplier'
cover,generator,0.47335354666399754,'Product Verification'
units,densely,0.47814716033973287,'Applications'
ip core product data,ip core product,0.44193113072435797,'IP Core Product Data Sheet'
features,features,0.2705336265618011,'Key Features'
partial,reduction,0.4553651119576921,'Fixed Point Multiplier'
verilog source,verilog,0.4636731580902137,'IP Deliverable'
employs,stage,0.5228113122238741,'Fixed Point Multiplier'
reduction,partial,0.4553651119576921,'Fixed Point Multiplier'
business model,agreement,0.4196620082582658,'IP Deliverable'
rtl,deployment,0.48914050932443875,'Configurations'
required,operations,0.3956965112651487,'Rounder'
logically,determines,0.61629915502927,'Sticky Generator'
multiplier units decmult64/128,multiplier units,0.39014184202628316,'DFP Multiplier Units DecMult64/128'
standard,driven,0.44671082394977035,'Product Verification'
inexact,flags,0.4586628504175427,'Key Features'
type,included,0.5702596444377475,'IP Deliverable'
technique,recording,0.401460089554907,'Fixed Point Multiplier'
input,special,0.44061558210339824,'Formulation Detection'
sets,synthesis,0.4535371983951525,'Output Formulation'
test,format,0.6160158742917511,'Key Features'
driven,vectors,0.4474713553587233,'Product Verification'
needed,right,0.4464362671064934,'Sticky Generator'
compliance,full ieee,0.2596368564340359,'Key Features'
text,plain,0.44246447913853865,'IP Deliverable'
agreement,deliverable,0.43836212931778173,'IP Deliverable'
core product,ip core,0.5177800170263027,'IP Core Product Data Sheet'
fixed,point,0.4923316631408311,'Fixed Point Multiplier'
dfp multiplier units,dfp multiplier units decmult64/128,0.3953238925936124,'DFP Multiplier Units DecMult64/128'
architectures,benches,0.601595637932914,'Configurations'
7542008,documentation,0.46161689984006005,'Rounder'
well,specified,0.4723659275013143,'Rounder'
business,deliverable,0.548602417185971,'IP Deliverable'
using,using,0.34782894843660134,'Formulation Detection'
flexible,reliable,0.5372993607018967,'Configurations'
core,verification,0.7457330292699246,'Configurations'
additional,specified,0.6480189214092402,'Rounder'
exponent,generates,0.3880965501762486,'Master Control'
sign,operands,0.7051502479158835,'Formulation Detection'
infinity,hdl,0.5725332681516775,'Output Formulation'
tool,aligns,0.6066567789536187,'Product Verification'
stage,employs,0.5228113122238741,'Fixed Point Multiplier'
multiplier units,multiplier units decmult64/128,0.39014184202628316,'DFP Multiplier Units DecMult64/128'
dpd,decimal interchange format,0.3898392014985482,'Key Features'
kogge-stone tree,novel parallel,0.4126041812868366,'Fixed Point Multiplier'
ine,www.silminds.com,0.4741636836156174,'Symbol Block Diagram'
shifter,core,0.5529964129711756,'L/R Shifter'
core product data,ip core,0.41967076908791634,'IP Core Product Data Sheet'
decmult64/128,multiplier units decmult64/128,0.37437079809543405,'DFP Multiplier Units DecMult64/128'
applications,applications,0.0,'Applications'
size,reliable,0.5563689471113362,'Configurations'
clock,every,0.4223679404772035,'Key Features'
made,flexible,0.47265708665930956,'Configurations'
rst ine en,rst ine en inv,0.40328606850292015,'Symbol Block Diagram'
underflow,inexact,0.45115908276926414,'Key Features'
tested,format,0.9017450958633169,'Key Features'
decimal interchange format,packed decimal,0.3951623966342513,'Key Features'
verilog,source code,0.5035845001758295,'IP Deliverable'
"result exponent,","output flags,",0.46262650259114707,'Master Control'
block,diagram,0.43831882391393134,'Symbol Block Diagram'
performance,performance,0.0,'Performance Data'
detection,input detection,0.34666926413202914,'Formulation Detection'
appropriate,synthesis,0.537984833811605,'Output Formulation'
verilog test bench,operation,0.466145076023188,'IP Deliverable'
fully,comply,0.5066986447834009,'Key Features'
parameterized,architectures,0.4567235227287517,'Configurations'
operation,verilog test,0.5053829143990148,'Key Features'
ieee,dfp accuracy,0.42350091520431765,'Rounder'
full,format,0.5140456515333669,'IP Deliverable'
reach,conformance,0.5620641867479109,'L/R Shifter'
reserves,prior,0.5436480986675145,'Output Formulation'
core implementation support,core implementation,0.45640294491696304,'IP Deliverable'
supports,modes,0.44041162457626865,'Rounder'
