power,designware datapath,0.46603353857985225,NA
defines,addition,0.4732411408628574,NA
754,architecture,0.5480312646084334,NA
line,comment,0.390873834681791,NA
rounding,mode,0.7115558222212343,NA
ports,verilog simulation,0.36298972195320073,NA
component,usage,0.41346374578292155,NA
acrobat,distiller,0.4275473008187346,NA
operates,fully,0.4818200469236125,NA
"std_logic_arith package,",datapath,0.46311889041908166,NA
op,simulation model,0.3526326024419397,NA
flags,status,0.2784171286654633,NA
inst_rnd,rnd,0.328976278379114,NA
features,features,0.16012055363325584,NA
source code,source,0.30747305506489103,NA
nans.,+ b,0.631879679578437,NA
ip documentation overview,block,0.33113390058454023,NA
datapath,datapath gating,0.3259944286713869,NA
dw_fp_addsub,dw_fp_addsub datasheet,0.2664193292648018,NA
instantiation,hdl,0.4585710804834896,NA
pragma,translate_on,0.39765793487672474,NA
//,// instance,0.2885784913856901,NA
gating,main,0.42858111650529956,NA
related,related,0.16012055363325584,NA
feature,model,0.34134669041170085,NA
23,23,0.0,NA
datapath generator,power,0.44780948466568465,NA
ip,designware building,0.3545328760004523,NA
usage,component,0.41346374578292155,NA
ieee,component,0.37178645380315356,NA
status_inst,endmodule,0.2866675874145781,NA
integer,integer,0.16012055363325584,NA
compatibility,compatibility,0.0,NA
data,length,0.2941534548015256,NA
rtl,function,0.327113445660902,NA
inst_sig_width,inst_sig_width,0.0,NA
width,parameter,0.35537569137324326,NA
fractional,fractional part,0.343304273272487,NA
benefits,benefits,0.16012055363325584,NA
less,active,0.6190153394681603,NA
dw_fp_addsub datasheet,datasheet,0.2814828689496674,NA
entity,entity,0.0,NA
operation,defines,0.3394254480399892,NA
datasheet,dw_fp_addsub datasheet,0.2814828689496674,NA
block ip documentation overview,block,0.325687503925526,NA
adder/subtractor,adder/subtractor,0.0,NA
number,number,0.2561928858132093,NA
parameter ieee_compliance,inst_op,0.31408733871093236,NA
license feature,model,0.3626350776769588,NA
standard,set,0.6067518431731478,NA
compliant,library,0.4160687034840094,NA
using,generator,0.3053172610130289,NA
output,output,0.16012055363325584,NA
therefore,set,0.46534919371508604,NA
datapath,"std_logic_arith package,",0.46311889041908166,NA
following,following,0.2561928858132093,NA
building,block,0.338658535372654,NA
