operands,produce,0.3267911302650971,'Formulation Detection'
7542008,formulates,0.34012171477086717,'Output Formulation'
verilog source code,verilog,0.20410721886022948,'IP Deliverable'
test vector,conformance,0.24594324600763706,'Product Verification'
verilog,verilog source,0.20621489243587068,'IP Deliverable'
addend,speed,0.20098433924558223,'Formulation Detection'
resultant,encodes,0.306349722037284,'Output Formulation'
cycle,clock cycle,0.22647791736499484,'Key Features'
rounding,mode,0.16795456341489792,'Symbol Block Diagram'
ip core product data,ip core product,0.23594248653557168,'IP Core Product Data Sheet'
processors,units,0.16975538529438594,'Applications'
conformance,test vector,0.24594324600763706,'Product Verification'
optimized,speed,0.2583608373579925,'IP Deliverable'
reset,reset en,0.20658926532097951,'Symbol Block Diagram'
en enable invf invalid,en enable invf,0.2117926685176813,'Symbol Block Diagram'
design,34,0.25520607775699294,'Performance Data'
modes,rounding,0.17284692832875403,'Key Features'
fma core,product,0.21340634481026047,'Decimal FMA Core'
mode,rm,0.19302994238770332,'Symbol Block Diagram'
vector,product,0.27326279840701945,'Product Verification'
features,features,0.14249349598115857,'Key Features'
unit,functions,0.27398486378744386,'Fused Multiply-Add Unit Functions'
core,arbitrary,0.2486848901220501,'Configurations'
test,adder,0.5367111517569026,'IP Deliverable'
system,clock inef,0.20148298770197262,'Symbol Block Diagram'
operations,including,0.35993051928465797,'Rounder'
model,configurations,0.2688365161636312,'IP Deliverable'
cases,verified,0.26370348034349317,'Product Verification'
tsmc,nm,0.1984224000410346,'Performance Data'
technical,calculates,0.2027875215991987,'IP Deliverable'
comply,special,0.3411718719499796,'Output Formulation'
dpd,decimal,0.21060654296208073,'Key Features'
summarizes,technical,0.3262003711477672,'Performance Data'
included,licensing,0.27130116880001987,'IP Deliverable'
type,included,0.26024670333827193,'IP Deliverable'
round,fit,0.6392950909872644,'Rounder'
netlist,plain,0.17565317341569253,'IP Deliverable'
accuracy,full dfp,0.21771031413387051,'Key Features'
rst,invf invalid,0.23129169892801202,'Symbol Block Diagram'
alignment,full,0.3753971619790948,'Decimal FMA Core'
performance,nm,0.22357342540104128,'Performance Data'
ip deliverable,ip deliverable,0.0,'IP Deliverable'
compliance,full ieee,0.23997388839753658,'Key Features'
specification,core specification,0.2195548144233494,'IP Deliverable'
bench,decimal,0.31404395074168584,'IP Deliverable'
"core size,",deployment,0.2596584790768008,'Configurations'
verified,cases,0.26370348034349317,'Product Verification'
pipelining,stages,0.39494397058711694,'Key Features'
architectures,benches,0.30377936278683304,'Configurations'
infinity,7542008,0.3151706502239646,'Output Formulation'
implementation,core implementation support,0.21157629488387406,'IP Deliverable'
compact,detection,0.2945820143367031,'Configurations'
business,deliverable,0.32751713253570214,'IP Deliverable'
scripts,synthesis,0.20572058185536538,'IP Deliverable'
flexible,reliable,0.27138611746206975,'Configurations'
"multiplication-addition/subtraction operation,",addition operation,0.22792703540567189,'Decimal FMA Core'
decimal fma,product,0.21323939522952184,'Decimal FMA Core'
155.5,inexact,0.2560506476692585,'Performance Data'
rounding,seven,0.22915465849156796,'Key Features'
enable,reset,0.20417569993347748,'Symbol Block Diagram'
area,rounding,0.22278770076605797,'Performance Data'
multiplier c,multiplicand,0.28157616674137803,'Symbol Block Diagram'
core product,data sheet,0.234108630918835,'IP Core Product Data Sheet'
fused,fused,0.14249349598115857,'Fused Multiply-Add Unit Functions'
fit,round,0.6392950909872644,'Rounder'
decimal fma core,fma,0.21226834265428884,'Decimal FMA Core'
functions,unit,0.27398486378744386,'Fused Multiply-Add Unit Functions'
process,addition,0.2603019780441844,'Decimal FMA Core'
seven,rounding,0.22915465849156796,'Key Features'
digit,sign,0.36295720583843627,'Rounder'
dfp,multiplyadd units decfma64/128,0.26156946701800804,'DFP Fused MultiplyAdd Units DecFMA64/128'
clk system,inexact,0.29046364570302363,'Symbol Block Diagram'
size,reliable,0.2622214757553436,'Configurations'
coprocessor,formulation,0.26453189771217533,'Configurations'
rst system reset en,rst system reset,0.2117926685176813,'Symbol Block Diagram'
agreement,business model,0.2369909511312905,'IP Deliverable'
made,flexible,0.23898409102394805,'Configurations'
master,144.4,0.2312533408802729,'Master Control'
verification,compact,0.2481300296909188,'Product Verification'
tested,format,1.0,'Key Features'
efficient,core,0.24816762722690036,'Product Verification'
units,processors,0.16975538529438594,'Applications'
comprise arbitrary,rtl,0.2582762118494322,'Configurations'
performance,performance,0.0,'Performance Data'
multiplier c addend,multiplier c addend sr,0.2090104178690292,'Symbol Block Diagram'
addition,process,0.2603019780441844,'Decimal FMA Core'
parameterized,architectures,0.23977386242583537,'Configurations'
operation,decimal,0.32455217165207545,'Decimal FMA Core'
versions,speed,0.2252196651859384,'IP Deliverable'
system,clk system,0.20148298770197262,'Symbol Block Diagram'
core implementation support,core implementation,0.2403932258767013,'IP Deliverable'
applications,applications,0.0,'Applications'
"multiplication process,",addition operation,0.23643911026603234,'Decimal FMA Core'
deliverable,business,0.32751713253570214,'IP Deliverable'
driven,vectors,0.233210819470362,'Product Verification'
core implementation,ip core implementation,0.2670462077816648,'IP Deliverable'
clk system clock,inef,0.26156946701800804,'Symbol Block Diagram'
packed,cycle delay,0.2470843243780837,'Key Features'
generation tool,product,0.33672264029759585,'Product Verification'
support,format support,0.23878539253322342,'Key Features'
documentation,bit,0.34915861204621723,'IP Deliverable'
accelerator,dfpa accelerator,0.20489736636828262,'Applications'
rounder,format,0.6708206700142797,'Rounder'
negotiated,configurations,0.3068773640515419,'IP Deliverable'
source,code,0.2331821749348385,'IP Deliverable'
clock,clock cycle,0.2241440492804126,'Key Features'
delay,cycle,0.2443702651905142,'Performance Data'
formulation,coprocessor,0.26453189771217533,'Formulation Detection'
addition operation,"multiplication process,",0.23643911026603234,'Decimal FMA Core'
compact core,deployment,0.2550666555662945,'Configurations'
c addend,c addend sr,0.2090104178690292,'Symbol Block Diagram'
decimal interchange format,cycle delay,0.2153908860361254,'Key Features'
source code,code,0.23301715366982387,'IP Deliverable'
configurations,negotiated,0.3068773640515419,'Configurations'
full dfp,precision support,0.2784636339047085,'Key Features'
inexact,155.5,0.2560506476692585,'Key Features'
adder,performs,0.5601852690000807,'Decimal FMA Core'
reset en enable,reset en enable invf,0.2117926685176813,'Symbol Block Diagram'
hdl,core specification,0.18826823703694515,'IP Deliverable'
plain,encrypted,0.3307689610964381,'IP Deliverable'
core,efficient,0.24816762722690036,'Decimal FMA Core'
number,stages,0.19421582111002603,'Key Features'
en,en enable,0.21145064072229927,'Symbol Block Diagram'
nan,infinity,0.1876949787840732,'Output Formulation'
precision support,full dfp,0.2784636339047085,'Key Features'
tool,core,0.23465155799987625,'Product Verification'
dfp fused multiplyadd,multiplyadd,0.23767040350847024,'DFP Fused MultiplyAdd Units DecFMA64/128'
cover,constraint,0.23832276621922135,'Product Verification'
constraint,generation,0.243239270668718,'Product Verification'
nand2,master control,0.20841078597836427,'Performance Data'
reliable,benches,0.29408986303230317,'Configurations'
full ieee,compliance,0.23997388839753658,'Key Features'
fast,verilog test bench,0.23949950980482396,'Decimal FMA Core'
boards,accelerator,0.17613764109428423,'Applications'
multiplyadd units decfma64/128,dfp,0.26156946701800804,'DFP Fused MultiplyAdd Units DecFMA64/128'
verilog source,verilog,0.20621489243587068,'IP Deliverable'
vhdl source code,vhdl,0.20340628171624697,'IP Deliverable'
